Term,Section,Title,Location,Meeting Info,Faculty,Available/Capacity,Status,Credits,Academic Level,Restrictions,Blocked Time Slots,Days,Time Slot
2024SP,NEUR-324-001,Cur Topics Neuroscience,Main Campus,"01/15/2024-05/01/2024 Lecture Monday, Wednesday 02:30PM - 03:25PM, Reinhart Center, Room 201","Lawrence, Robert Charles",24 / 24,Open,2,Undergraduate,,,,
2024SP,NURS-201-001,Nursing Ways of Knowing,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 09:30AM - 10:50AM, Nursing Center, Room 203","Koehler, Rebecca Maymie",40 / 40,Open,3,Undergraduate,,,,
2024SP,NURS-222-001,Holistc Hlth Assmt Pmtn,Main Campus,"01/15/2024-04/29/2024 Lecture Monday 10:10AM - 12:10PM, Nursing Center, Room 203","TBA,  ",40 / 40,Open,3,Undergraduate,,,,
2024SP,NURS-326-001,Hlstc Care Chldbrng Fam,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 304 (more)...","Beitlich, Angela Dawn",14 / 14,Open,3,Undergraduate,,,,
2024SP,NURS-326-002,Hlstc Care Chldbrng Fam,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 304 (more)...","Beitlich, Angela Dawn",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-326-003,Hlstc Care Chldbrng Fam,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 304 (more)...","Beitlich, Angela Dawn",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-326-004,Hlstc Care Chldbrng Fam,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 304 (more)...","Beitlich, Angela Dawn",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-328-001,Hlstc Care Chlidren Fam,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 301 (more)...","Busteed, Kerri J",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-328-002,Hlstc Care Chlidren Fam,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 301 (more)...","Busteed, Kerri J",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-328-003,Hlstc Care Chlidren Fam,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 301 (more)...","Busteed, Kerri J",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-328-004,Hlstc Care Chlidren Fam,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 301 (more)...","Busteed, Kerri J",13 / 13,Open,3,Undergraduate,,,,
2024SP,NURS-336-001,Holistic Care Adult,Main Campus,"01/15/2024-05/03/2024 Campus/On-Site Monday, Friday 10:10AM - 12:00PM, Nursing Center, Room 195","Meyers, Julie Joyce",52 / 52,Open,4,Undergraduate,,,,
2024SP,NURS-337-001,Holistc Care Adlt Clncl,Main Campus,"01/16/2024-05/07/2024 Clinical Tuesday 06:30AM - 03:30PM,  Arranged, Room ARRG","Meyers, Julie Joyce",20 / 20,Open,4,Undergraduate,,,,
2024SP,NURS-337-002,Holistc Care Adlt Clncl,Main Campus,"01/15/2024-05/10/2024 Clinical Wednesday 06:30AM - 03:30PM,  Arranged, Room ARRG","Meyers, Julie Joyce",20 / 20,Open,4,Undergraduate,,,,
2024SP,NURS-337-003,Holistc Care Adlt Clncl,Main Campus,"01/15/2024-05/10/2024 Clinical Wednesday 12:00PM - 11:00PM,  Arranged, Room ARRG","Meyers, Julie Joyce",8-Aug,Open,4,Undergraduate,,,,
2024SP,NURS-337-004,Holistc Care Adlt Clncl,Main Campus,"01/15/2024-05/10/2024 Clinical Days to be Announced, Times to be Announced Arranged, Room ARRG","Meyers, Julie Joyce",6-Jun,Open,4,Undergraduate,,,,
2024SP,NURS-337L-001,Holistic Care Adult Lab,Main Campus,"01/18/2024-05/02/2024 Laboratory Thursday 08:00AM - 09:50AM, Nursing Center, Room 303","Meyers, Julie Joyce",18 / 18,Open,0,Undergraduate,,,,
2024SP,NURS-337L-002,Holistic Care Adult Lab,Main Campus,"01/15/2024-05/03/2024 Laboratory Thursday 10:00AM - 11:50AM, Nursing Center, Room 303","Meyers, Julie Joyce",18 / 18,Open,0,Undergraduate,,,,
2024SP,NURS-337L-003,Holistic Care Adult Lab,Main Campus,"01/15/2024-05/03/2024 Laboratory Thursday 01:00PM - 02:50PM, Nursing Center, Room 303","Meyers, Julie Joyce",16 / 16,Open,0,Undergraduate,,,,
2024SP,NURS-340-001,Expnd Roles Explr Value,Bachelor Completion,"01/15/2024-03/05/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Hedrick-Erickson, Jennifer Frances",26 / 26,Open,3,Undergraduate,"Restricted to students in the BSN completion program, non-prof. steps prog.",,,
2024SP,NURS-342-001,Pathophysiology,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 01:30PM - 02:50PM, Nursing Center, Room 203","TBA,  ",40 / 40,Open,3,Undergraduate,,,,
2024SP,NURS-353-001,Cntmpry Iss Emrgng Trnd,Bachelor Completion,"03/18/2024-05/07/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Hedrick-Erickson, Jennifer Frances",26 / 26,Open,3,Undergraduate,"Restricted to students in the BSN completion program, non-prof. steps prog.",,,
2024SP,NURS-422-001,Adlt Adv Concpt and Clin,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 08:00AM - 10:00AM, Nursing Center, Room 196 (more)...","Schamberger, Barbara L; Schmaltz, Jennifer Maxine",30 / 30,Open,4,Undergraduate,,,,
2024SP,NURS-422-002,Adlt Adv Concpt and Clin,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 08:00AM - 10:00AM, Nursing Center, Room 196 (more)...","Schamberger, Barbara L; Schmaltz, Jennifer Maxine",30 / 30,Open,4,Undergraduate,,,,
2024SP,NURS-432-001,Psyc Nurs Cncpt and Clin,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 08:00AM - 09:50AM, Nursing Center, Room 207 (more)...","Koehler, Rebecca Maymie",22 / 22,Open,4,Undergraduate,,,,
2024SP,NURS-432-002,Psyc Nurs Cncpt and Clin,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 08:00AM - 09:50AM, Nursing Center, Room 207 (more)...","Koehler, Rebecca Maymie",21 / 21,Open,4,Undergraduate,,,,
2024SP,NURS-452-001,Pub Hlth Nurs Concp Clin,Main Campus,"01/15/2024-03/08/2024 Lecture Monday, Friday 08:00AM - 09:50AM, Nursing Center, Room 205 (more)...","Jacobson, Sheryl L; Richardson, Silvana F",30 / 30,Open,4,Undergraduate,,,,
2024SP,NURS-452-002,Pub Hlth Nurs Concp Clin,Main Campus,"03/18/2024-05/03/2024 Lecture Monday, Friday 08:00AM - 09:50AM, Nursing Center, Room 205 (more)...","Jacobson, Sheryl L; Richardson, Silvana F",30 / 30,Open,4,Undergraduate,,,,
2024SP,NURS-465-001,Ldrsp Prof Nrsing Prct,Main Campus,"01/18/2024-05/02/2024 Lecture Thursday 09:00AM - 10:50AM, Nursing Center, Room 205","Burke, Mary Elizabeth",27 / 27,Open,3,Undergraduate,,,,
2024SP,NURS-465-002,Ldrsp Prof Nrsing Prct,Main Campus,"01/18/2024-05/02/2024 Lecture Thursday 12:30PM - 02:20PM, Nursing Center, Room 205","Burke, Mary Elizabeth",26 / 26,Open,3,Undergraduate,,,,
2024SP,NURS-481-001,Profnl Nursing Capstone,Bachelor Completion,"01/15/2024-05/07/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Hedrick-Erickson, Jennifer Frances",40 / 40,Open,3,Undergraduate,"Restricted to students in the BSN completion program, non-prof. steps prog.",,,
2024SP,NURS-482-001,Profess Nurs Clin Cpstn,Main Campus,"03/18/2024-05/10/2024 Clinical Days to be Announced, Times to be Announced Arranged, Room ARRG (more)...","Busteed, Kerri J",85 / 85,Open,4,Undergraduate,,,,
2024SP,NURS-482-002,Profess Nurs Clin Cpstn,Main Campus,"03/18/2024-05/10/2024 Clinical Days to be Announced, Times to be Announced Arranged, Room ARRG (more)...","Busteed, Kerri J",10-Oct,Open,4,Undergraduate,,,,
2024SP,NURS-482-003,Profess Nurs Clin Cpstn,Main Campus,"03/18/2024-05/10/2024 Clinical Days to be Announced, Times to be Announced Arranged, Room ARRG (more)...","Busteed, Kerri J",10-Oct,Open,4,Undergraduate,,,,
2024SP,NURS-536-001,Holistc Care Well Patnt,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Kiersch, Cameron Joshua",16 / 16,Open,3,Graduate,,,,
2024SP,NURS-611-001,Adv Nrsng Prc Oldr Adlt,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Fowler, LuAnn Therese",16 / 16,Open,2,Graduate,,,,
2024SP,NURS-642-001,Intrprf Comm Hlth Prtnr,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Waldera, Jamie Laird",22 / 22,Open,2,Graduate,,,,
2024SP,NURS-700-001,Epidemlgy and Pop Hlth,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Jurgensen, Julia Allison",40 / 40,Open,3,Graduate,,,,
2024SP,NURS-720-001,Outcme Mgmt Qual Improv,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Koehne, Kathryn Marie",26 / 26,Open,3,Graduate,,,,
2024SP,NURS-801-001,DNP Seminar II,Main Campus,"01/20/2024-05/04/2024 Lecture Saturday 08:00AM - 12:00PM, Nursing Center, Room 195","Merten, Michele Marie; Anderson, Judy Kay",40 / 40,Open,2,Graduate,,,,
2024SP,NURS-810-001,DNP Clincl Prctm,Main Campus,"01/15/2024-05/10/2024 Internship Days to be Announced, Times to be Announced Arranged, Room ARRG","Fowler, LuAnn Therese",30 / 30,Open,1.00 - 9.00,Graduate,,,,
2024SP,NURS-825-001,DNP Project/Seminar,Main Campus,"01/15/2024-05/10/2024 Lecture Days to be Announced, Times to be Announced Arranged, Room ARRG","Merten, Michele Marie; Anderson, Judy Kay",40 / 40,Open,1.00 - 3.00,Graduate,,,,
2024SP,NUTR-280-001,Nutr Fndtns Nursing,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Denman, Grace Eveline",26 / 26,Open,3,Undergraduate,,,,
2024SP,NUTR-280-002,Nutr Fndtns Nursing,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Brannan, Rebecca Rose",26 / 26,Open,3,Undergraduate,,,,
2024SP,NUTR-341-001,Advanced Human Nutrition,Main Campus,"01/17/2024-05/01/2024 Lecture Wednesday 01:25PM - 03:25PM, Nursing Center, Room 298","Erickson, Avery Elizabeth",25 / 25,Open,3,Undergraduate,,,,
2024SP,NUTR-352-001,Sustainable Food Systems,Main Campus,"01/15/2024-05/03/2024 Lecture Tuesday 10:00AM - 11:50AM, Nursing Center, Room 283 (more)...","Lein, Tiffany Lynn",18 / 18,Open,2,Undergraduate,,,,
2024SP,NUTR-372-001,Nutrtion in Hlth Prmtion,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 12:20PM - 01:15PM, Nursing Center, Room 298","Lein, Tiffany Lynn",18 / 18,Open,3,Undergraduate,,,,
2024SP,NUTR-374-001,Lifespan Nutrition II,Main Campus,"01/15/2024-05/03/2024 Lecture Monday 03:30PM - 05:30PM, Nursing Center, Room 298 (more)...","Lindahl, Gretchen Anne",20 / 20,Open,3,Undergraduate,,,,
2024SP,NUTR-430-001,Evdnc Analysis Sys Rvw,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Morgan-Bathke, Maria Elizabeth",26 / 26,Open,3,Undergraduate,,,,
2024SP,NUTR-440-001,Nutrition Education,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 11:15AM - 12:10PM, Nursing Center, Room 298","Lein, Tiffany Lynn",24 / 24,Open,3,Undergraduate,,,,
2024SP,NUTR-468-001,Adv Health Assessment,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Berg, Erin Kundert",26 / 26,Open,3,Undergraduate,,,,
2024SP,NUTR-481-001,Nutrition Field Practcm,Main Campus,"01/15/2024-05/03/2024 Lecture Wednesday 09:05AM - 10:00AM, Nursing Center, Room 298 (more)...","Lein, Tiffany Lynn",26 / 26,Open,2,Undergraduate,,,,
2024SP,NUTR-530-001,Evdnc Analysis Sys Rvw,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Morgan-Bathke, Maria Elizabeth",20 / 20,Open,3,Graduate,,,,
2024SP,NUTR-566-001,Health Assessment,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Weber, Jamie Ann",26 / 26,Open,3,Graduate,This course is for students in the MSCMD Program,,,
2024SP,NUTR-568-001,Adv Health Assessment,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Berg, Erin Kundert",26 / 26,Open,3,Graduate,,,,
2024SP,NUTR-572-001,Nutrtion in Hlth Prmtion,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Denman, Grace Eveline",24 / 24,Open,3,Graduate,This course is for students in the MSCMD Program,,,
2024SP,NUTR-578-001,Medical Nutr Therapy II,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","McLimans, Kelsey Elizabeth",26 / 26,Open,3,Graduate,,,,
2024SP,NUTR-583-001,Dietetic Intrnshp Rotn 2,Main Campus,"01/15/2024-03/08/2024 Internship Monday, Tuesday, Wednesday, Thursday, Friday 08:00AM - 04:30PM,  Arranged, Room ARRG","Brannan, Rebecca Rose",8-Aug,Open,6,Graduate,This course is for dietetic interns only.,,,
2024SP,NUTR-583-002,Dietetic Intrnshp Rotn 2,Main Campus,"01/15/2024-03/08/2024 Internship Monday, Tuesday, Wednesday, Thursday, Friday 09:00AM - 05:00PM,  Arranged, Room ARRG","Weber, Jamie Ann",8-Aug,Open,6,Graduate,This course is for dietetic interns only.,,,
2024SP,NUTR-583-003,Dietetic Intrnshp Rotn 2,Main Campus,"03/18/2024-05/03/2024 Internship Monday, Tuesday, Wednesday, Thursday, Friday 08:00AM - 04:30PM,  Arranged, Room ARRG","Brannan, Rebecca Rose",8-Aug,Open,6,Graduate,This course is for dietetic interns only.,,,
2024SP,NUTR-583-004,Dietetic Intrnshp Rotn 2,Main Campus,"03/18/2024-05/03/2024 Internship Monday, Tuesday, Wednesday, Thursday, Friday 09:00AM - 05:00PM,  Arranged, Room ARRG","Weber, Jamie Ann",8-Aug,Open,6,Graduate,This course is for dietetic interns only.,,,
2024SP,NUTR-601-001,Advanced Macronutrients,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Morgan-Bathke, Maria Elizabeth",20 / 20,Open,3,Graduate,,,,
2024SP,NUTR-630-001,Med Nutr Therapy III,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","McLimans, Kelsey Elizabeth",26 / 26,Open,3,Graduate,,,,
2024SP,NUTR-641-001,Research II,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","McLimans, Kelsey Elizabeth",26 / 26,Open,3,Graduate,,,,
2024SP,NUTR-671-001,Sprvsd Prac Capstone II,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Erickson, Avery Elizabeth",8-Aug,Open,5,Graduate,This course is for students in the MSCMD Program,,,
2024SP,NUTR-671-002,Sprvsd Prac Capstone II,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Sipley, Kayla Lorraine",8-Aug,Open,5,Graduate,This course is for students in the MSCMD Program,,,
2024SP,NUTR-681-001,Nutrition Field Practcm,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Lein, Tiffany Lynn",26 / 26,Open,2,Graduate,,,,
2024SP,PHIL-100-001,Introduction to Ethics,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 09:05AM - 10:00AM, Murphy Center, Room 416","Howard, Jason J",35 / 35,Open,3,Undergraduate,This course is for students with freshman and sophomore standing.,,,
2024SP,PHIL-101-001,Introdctn to Philosophy,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 08:00AM - 09:20AM, Murphy Center, Room 444","Harwood, Larry David",35 / 35,Open,3,Undergraduate,This course is for students with freshman and sophomore standing.,,,
2024SP,PHIL-321-001,Ethics and Medicine,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Shaw, Christopher David",26 / 26,Open,3,Undergraduate,,,,
2024SP,PHIL-321-002,Ethics and Medicine,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 02:00PM - 03:20PM, Murphy Center, Room 500","Bersagel Braley, Matthew Todd",35 / 35,Open,3,Undergraduate,,,,
2024SP,PHIL-342-001,Just Food: Ethcs on Tbl,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 416","Bersagel Braley, Matthew Todd",35 / 35,Open,3,Undergraduate,,,,
2024SP,PHIL-360-001,Political Philosophy,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 02:00PM - 03:20PM, Murphy Center, Room 378","Howard, Jason J",35 / 35,Open,3,Undergraduate,,,,
2024SP,PHYS-102-001,Physical Science,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday 05:20PM - 06:40PM, Reinhart Center, Room 229 (more)...","Narayanan, Madhavan ",18 / 18,Open,4,Undergraduate,,,,
2024SP,PHYS-251-001,General Physics II,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 09:05AM - 10:00AM, Reinhart Center, Room 229","Gerig, Anthony Leon",24 / 24,Open,3,Undergraduate,,,,
2024SP,PHYS-261-001,University Physics II,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 01:25PM - 02:20PM, Reinhart Center, Room 229","Vanderfleet, Emily Jean",20 / 20,Open,3,Undergraduate,,,,
2024SP,PHYS-271-001,Intro Physics Lab II,Main Campus,"01/18/2024-05/02/2024 Laboratory Thursday 09:00AM - 10:50AM, Reinhart Center, Room 229","Vanderfleet, Emily Jean",14 / 14,Open,1,Undergraduate,,,,
2024SP,PSYC-171-001,General Psychology,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 304","Parker, Michael Thomas",30 / 30,Open,3,Undergraduate,,,,
2024SP,PSYC-205-001,Intro Chemical Depndncy,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 12:30PM - 01:50PM, Murphy Center, Room 474","Bakalars, William Ramon",25 / 25,Open,3,Undergraduate,,,,
2024SP,PSYC-210-001,Human Sexuality,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 444","Hill, Tamera Lynn",25 / 25,Open,3,Undergraduate,,,,
2024SP,PSYC-220-001,Lifespan Psychology,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 12:30PM - 01:50PM, Murphy Center, Room 414","Hill, Tamera Lynn",35 / 35,Open,3,Undergraduate,,,,
2024SP,PSYC-223-001,Data Analysis Psychlgy,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 01:25PM - 02:20PM, Murphy Center, Room 378","Parker, Michael Thomas",20 / 20,Open,3,Undergraduate,,,,
2024SP,PSYC-261-001,Brain and Behavior,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 01:25PM - 02:20PM, Reinhart Center, Room 201","Lawrence, Robert Charles",24 / 24,Open,3,Undergraduate,,,,
2024SP,PSYC-320-001,Psyc Adlt Dev Aging,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday 09:05AM - 10:00AM, Murphy Center, Room 348 (more)...","Hill, Tamera Lynn",25 / 25,Open,3,Undergraduate,,,,
2024SP,PSYC-330-001,Research Methods II,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 11:15AM - 12:10PM, Murphy Center, Room 314","Parker, Michael Thomas",20 / 20,Open,3,Undergraduate,,,,
2024SP,PSYC-340-001,Behavior Disorders,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 01:25PM - 02:20PM, Murphy Center, Room 500","Saunders-Scott, David Paul",30 / 30,Open,3,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,PSYC-342-001,Health Psychology,Main Campus,"01/15/2024-03/08/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Saunders-Scott, David Paul",22 / 22,Open,3,Undergraduate,,,,
2024SP,PSYC-348-001,Psyc Race and Belonging,Main Campus,"03/18/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Saunders-Scott, David Paul",22 / 22,Open,3,Undergraduate,,,,
2024SP,PSYC-374-001,Positive Psychology,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 09:30AM - 10:50AM, Murphy Center, Room 444","Saunders-Scott, David Paul",24 / 24,Open,3,Undergraduate,,,,
2024SP,PSYC-421-001,Family Therapy,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday 12:20PM - 01:15PM, Murphy Center, Room 474 (more)...","Hill, Tamera Lynn",18 / 18,Open,3,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,PSYC-427-001,Alchl Drg Abse Prof Skll,Main Campus,"01/17/2024-05/01/2024 Lecture Wednesday 06:00PM - 09:00PM, Murphy Center, Room 474","Bakalars, William Ramon",20 / 20,Open,3,Undergraduate,,,,
2024SP,PSYC-487-001,Internship,Main Campus,"01/17/2024-05/01/2024 On-Line Wednesday 12:20PM - 01:15PM, Virtual, Room TBA","Gostonczik, Alyssa Rae",90 / 90,Open,1.00 - 9.00,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,RLST-160-001,Theology Cntmprary Cltr,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 01:25PM - 02:20PM, Murphy Center, Room 448","Martin, Sean Swain",35 / 35,Open,3,Undergraduate,This course is for students with freshman and sophomore standing.,,,
2024SP,RLST-160-002,Theology Cntmprary Cltr,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 10:10AM - 11:05AM, Murphy Center, Room 448","Martin, Sean Swain",35 / 35,Open,3,Undergraduate,This course is for students with freshman and sophomore standing.,,,
2024SP,RLST-261-001,Assisi Franscn Ldrshp,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 11:05AM - 12:10PM, Murphy Center, Room 418 (more)...","Nettles, Laura M; Gillies, Lea Danielle",20 / 20,Open,3,Undergraduate,,,,
2024SP,RLST-286-001,ST Thlgcl Rsrch Mthds,Main Campus,"01/18/2024-05/02/2024 Lecture Thursday 03:30PM - 04:30PM, Murphy Center, Room 348","Dykman, Emily Ann",35 / 35,Open,1,Undergraduate,This course is for students with freshman and sophomore standing.,,,
2024SP,RLST-342-001,Theology Cntmprary Cltr,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 448","Dykman, Emily Ann",35 / 35,Open,3,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,RLST-450-001,Foundtns Ritual Worship,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 09:30AM - 10:50AM, Murphy Center, Room 346","Dykman, Emily Ann",35 / 35,Open,3,Undergraduate,,,,
2024SP,RLST-487-001,Internship,Main Campus,"01/15/2024-05/10/2024 Internship Days to be Announced, Times to be Announced Arranged, Room ARRG","Gostonczik, Alyssa Rae",30 / 30,Open,1.00 - 12.0,Undergraduate,This course is for students with junior standing or higher.,,,
2024SP,SOCL-125-001,Introdction to Sociology,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 09:05AM - 10:00AM, Murphy Center, Room 500","Flockhart, Tyler Ross",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOCL-125-002,Introdction to Sociology,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 10:10AM - 11:05AM, Murphy Center, Room 500","Flockhart, Tyler Ross",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOCL-125-003,Introdction to Sociology,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 11:15AM - 12:10PM, Murphy Center, Room 500","Flockhart, Tyler Ross",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOCL-125-004,Introdction to Sociology,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 348","Flockhart, Tyler Ross",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOCL-244-001,Social Gerontology,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced","Moore, Cathy Renae",24 / 24,Open,3,Undergraduate,,,,
2024SP,SOCL-301-001,Death and Dying,Main Campus,"01/15/2024-05/03/2024 Lecture Thursday 04:30PM - 05:50PM, Murphy Center, Room 346 (more)...","Flockhart, Tyler Ross",30 / 30,Open,3,Undergraduate,,,,
2024SP,SOCL-320-001,Race Ethnicity Society,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 01:25PM - 02:20PM, Murphy Center, Room 414","Flockhart, Tyler Ross",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOCL-338-001,Social Science Research,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 12:30PM - 01:50PM, Murphy Center, Room 316","Flockhart, Tyler Ross",30 / 30,Open,3,Undergraduate,,,,
2024SP,SOWK-210-001,Intro to Social Work,Main Campus,"01/15/2024-05/03/2024 Lecture Monday, Wednesday, Friday 09:05AM - 10:00AM, Murphy Center, Room 570","Holter, Janet Lynn",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOWK-240-001,Intro to Rsrch Process,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 11:00AM - 12:20PM, Murphy Center, Room 316","Holter, Janet Lynn",15 / 15,Open,3,Undergraduate,"The course is restricted to SOWK, CRCJ, or COMD majors.",,,
2024SP,SOWK-275-001,Pre-Practice Experience,Main Campus,"01/17/2024-05/01/2024 Lecture Wednesday 08:00AM - 08:55AM, Murphy Center, Room 579","Miess, Erin Theresa",20 / 20,Open,1,Undergraduate,,,,
2024SP,SOWK-321-001,Pract Indv and Families,Main Campus,"01/16/2024-05/02/2024 Lecture Tuesday, Thursday 09:30AM - 10:50AM, Murphy Center, Room 348","Holter, Janet Lynn",35 / 35,Open,3,Undergraduate,,,,
2024SP,SOWK-333-001,Child Welfare,Main Campus,"01/15/2024-05/10/2024 On-Line Days to be Announced, Times to be Announced, Room to be Announced (more)...","Miess, Erin Theresa",35 / 35,Open,3,Undergraduate,"This course is for sophomores, juniors and seniors.",,,
